case,source_doc_id,title,court,date,numcites_api,numcitedby_api,citations_count,error
Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021,5416696,"Tata Consultancy Services Limited vs Cyrus Investments Pvt Ltd on 26 March, 2021",Supreme Court of India,2021-03-26,140,18,140,
Tata_Consultancy_Services_Limited_vs_Vishal_Ghisulal_Jain_on_23_November_2021,88686039,"Tata Consultancy Services Limited vs Vishal Ghisulal Jain on 23 November, 2021",Supreme Court of India,2021-11-23,19,14,19,
Telangana_State_Waqf_Board_vs_Mohamed_Muzafar_on_3_August_2021,71094511,"Telangana State Waqf Board vs Mohamed Muzafar on 3 August, 2021",Supreme Court of India,2021-08-03,13,9,13,
The_Executive_Engineer_Gosikhurd_vs_Mahesh_on_10_November_2021,142295176,"The Executive Engineer Gosikhurd ... vs Mahesh on 10 November, 2021",Supreme Court of India,2021-11-10,37,15,37,
The_National_Highways_Authority_Of_vs_Pandarinathan_Govindarajulu_on_19_January_2021,177222301,"The National Highways Authority Of ... vs Pandarinathan Govindarajulu on 19 January, 2021",Supreme Court of India,2021-01-19,16,19,16,
The_Project_Director_National_Highways_vs_M_Hakeem_on_20_July_2021,98965625,"The Project Director National Highways ... vs M. Hakeem on 20 July, 2021",Supreme Court of India,2021-07-20,72,299,72,
The_State_Of_Bihar_vs_Pawan_Kumar_on_10_November_2021,168393384,"The State Of Bihar vs Pawan Kumar on 10 November, 2021",Supreme Court of India,2021-11-10,1,18,1,
The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021,68534005,"The State Of Goa vs Fouziya Imtiaz Shaikh on 12 March, 2021",Supreme Court of India,2021-03-12,113,66,113,
The_State_Of_Jammu_And_Kashmir_vs_Dr_Saleem_Ur_Rehman_on_29_October_2021,176813728,"The State Of Jammu And Kashmir vs Dr. Saleem Ur Rehman on 29 October, 2021",Supreme Court of India,2021-10-29,46,18,46,
The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021,17863166,"The State Of Kerala vs K.Ajith on 28 July, 2021",Supreme Court of India,2021-07-28,79,22,79,
The_State_Of_Madhya_Pradesh_vs_Pujari_Utthan_Avam_Kalyan_Samiti_on_6_September_2021,122592345,"The State Of Madhya Pradesh vs Pujari Utthan Avam Kalyan Samiti on 6 September, 2021",Supreme Court of India,2021-09-06,5,16,5,
The_State_Of_Odisha_vs_Pratima_Mohanty_on_11_December_2021,36534589,"The State Of Odisha vs Pratima Mohanty on 11 December, 2021",Supreme Court of India,2021-12-11,16,61,16,
The_State_Of_Rajasthan_vs_Love_Kush_Meena_on_24_March_2021,3379501,"The State Of Rajasthan vs Love Kush Meena on 24 March, 2021",Supreme Court of India,2021-03-24,23,61,23,
The_State_Of_Uttar_Pradesh_vs_Principal_Abhay_Nandan_Inter_College_on_27_September_2021,126354668,"The State Of Uttar Pradesh vs Principal Abhay Nandan Inter College on 27 September, 2021",Supreme Court of India,2021-09-27,30,20,30,
The_State_Of_Uttarakhand_vs_Sureshwati_on_20_January_2021,120609795,"The State Of Uttarakhand vs Sureshwati on 20 January, 2021",Supreme Court of India,2021-01-20,22,22,22,
The_Vice_Chairman_And_Managing_vs_Shishir_Realty_Pvt_Ltd_on_29_November_2021,74190276,"The Vice Chairman And Managing ... vs Shishir Realty Pvt Ltd . on 29 November, 2021",Supreme Court of India,2021-11-29,19,31,19,
Thota_Sridhar_Reddy_vs_Mandala_Ramulamma_on_1_October_2021,15862952,"Thota Sridhar Reddy vs Mandala Ramulamma on 1 October, 2021",Supreme Court of India,2021-10-01,28,7,28,
Thwaha_Fasal_vs_Union_Of_India_on_28_October_2021,13080892,"Thwaha Fasal vs Union Of India on 28 October, 2021",Supreme Court of India,2021-10-28,34,42,34,
Triyambak_S_Hegde_vs_Sripad_on_23_September_2021,53363470,"Triyambak S.Hegde vs Sripad on 23 September, 2021",Supreme Court of India,2021-09-23,13,366,13,
U_P_Awas_Evam_Vikash_Parishad_vs_Asha_Ram_D_Th_Lrs_on_23_March_2021,181462821,"U.P. Awas Evam Vikash Parishad vs Asha Ram(D) Th. Lrs on 23 March, 2021",Supreme Court of India,2021-03-23,20,21,20,
Union_Of_India_vs_M_S_Puna_Hinda_on_6_September_2021,77448934,"Union Of India vs M/S. Puna Hinda on 6 September, 2021",Supreme Court of India,2021-09-06,9,34,9,
Union_Of_India_vs_Onkar_Nath_Dhar_on_5_August_2021,93863614,"Union Of India vs Onkar Nath Dhar on 5 August, 2021",Supreme Court of India,2021-08-05,15,13,15,
Union_Of_India_vs_Vkc_Footsteps_India_Pvt_Ltd_on_13_September_2021,92024267,"Union Of India vs Vkc Footsteps India Pvt. Ltd. on 13 September, 2021",Supreme Court of India,2021-09-13,98,97,98,
Unitech_Limied_vs_Telangana_State_Industrial_on_17_February_2021,176176934,"Unitech Limied vs Telangana State Industrial ... on 17 February, 2021",Supreme Court of India,2021-02-17,45,111,45,
Uttar_Pradesh_Power_Transmission_vs_Cg_Power_And_Industrial_Solutions_on_12_May_2021,127571616,"Uttar Pradesh Power Transmission ... vs Cg Power And Industrial Solutions ... on 12 May, 2021",Supreme Court of India,2021-05-12,46,120,46,
V_Anantha_Raju_vs_T_M_Narasimhan_on_26_October_2021,113556300,"V. Anantha Raju . vs T.M. Narasimhan on 26 October, 2021",Supreme Court of India,2021-10-26,10,14,10,
V_Prabhakara_vs_Basavaraj_K_Dead_By_Lr_on_7_October_2021,152028985,"V.Prabhakara vs Basavaraj K. (Dead) By Lr. on 7 October, 2021",Supreme Court of India,2021-10-07,25,41,25,
Venigalla_Koteswaramma_vs_Malempati_Suryamba_on_19_January_2021,67957702,"Venigalla Koteswaramma vs Malempati Suryamba . on 19 January, 2021",Supreme Court of India,2021-01-19,9,12,9,
Vinod_Dua_vs_Union_Of_India_on_3_June_2021,50969306,"Vinod Dua vs Union Of India on 3 June, 2021",Supreme Court of India,2021-06-03,125,16,125,
Abhay_Jain_vs_High_Court_Of_Judicature_For_Rajasthan_on_15_March_2022,155486886,"Abhay Jain vs High Court Of Judicature For Rajasthan on 15 March, 2022",Supreme Court of India,2022-03-15,30,10,30,
Abhishek_vs_The_State_Of_Maharashtra_on_20_May_2022,105611814,"Abhishek vs The State Of Maharashtra on 20 May, 2022",Supreme Court of India,2022-05-20,73,22,73,
Abid_Ul_Islam_vs_Inder_Sain_Dua_on_7_April_2022,141468481,"Abid-Ul-Islam vs Inder Sain Dua on 7 April, 2022",Supreme Court of India,2022-04-07,38,60,38,
Ajanta_Llp_vs_Casio_Keisanki_Kabushiki_Kaisha_D_B_A_on_4_February_2022,102292018,"Ajanta Llp vs Casio Keisanki Kabushiki Kaisha D/B/A ... on 4 February, 2022",Supreme Court of India,2022-02-04,9,9,9,
Akella_Lalitha_vs_Konda_Hanumantha_Rao_on_28_July_2022,121271688,"Akella Lalitha vs Konda Hanumantha Rao on 28 July, 2022",Supreme Court of India,2022-07-28,7,21,7,
Amar_Nath_vs_Gian_Chand_on_28_January_2022,46213352,"Amar Nath vs Gian Chand on 28 January, 2022",Supreme Court of India,2022-01-28,60,8,60,
Asha_Rani_Gupta_vs_Vineet_Kumar_on_11_July_2022,145937302,"Asha Rani Gupta vs Vineet Kumar on 11 July, 2022",Supreme Court of India,2022-07-11,19,9,19,
Asset_Reconstruction_Company_India_vs_S_P_Velayutham_on_4_May_2022,57017815,"Asset Reconstruction Company (India) ... vs S.P. Velayutham on 4 May, 2022",Supreme Court of India,2022-05-04,53,24,53,
Asset_Reconstuction_Company_India_vs_Tulip_Star_Hotels_Limited_on_1_August_2022,123277148,"Asset Reconstuction Company (India) ... vs Tulip Star Hotels Limited on 1 August, 2022",Supreme Court of India,2022-08-01,79,13,79,
Assistant_Commissioner_Of_Income_Tax_vs_Ahmedabad_Urban_Development_Authority_on_19_October_2022,30569826,"Assistant Commissioner Of Income Tax ... vs Ahmedabad Urban Development Authority on 19 October, 2022",Supreme Court of India,2022-10-19,231,31,231,
B_R_Patil_vs_Tulsa_Y_Sawkar_on_9_February_2022,8882900,"B.R. Patil vs Tulsa Y. Sawkar on 9 February, 2022",Supreme Court of India,2022-02-09,8,8,8,
Babanrao_Rajaram_Pund_vs_M_S_Samarth_Builders_And_Developers_on_7_September_2022,82566099,"Babanrao Rajaram Pund vs M/S Samarth Builders And Developers on 7 September, 2022",Supreme Court of India,2022-09-07,14,12,14,
Balkrishna_Rama_Tarle_Dead_Through_Lrs_vs_Phoenix_Arc_Private_Limited_on_26_September_2022,90970000,"Balkrishna Rama Tarle Dead Through Lrs vs Phoenix Arc Private Limited on 26 September, 2022",Supreme Court of India,2022-09-26,14,8,14,
Balwan_Singh_Dead_Thr_Lr_Etc_vs_The_State_Of_Haryana_on_18_May_2022,34636887,"Balwan Singh (Dead) Thr. Lr. Etc. vs The State Of Haryana on 18 May, 2022",Supreme Court of India,2022-05-18,17,21,17,
Bank_Of_Rajasthan_Ltd_vs_Vck_Shares_And_Stock_Broking_Services_on_10_November_2022,85481828,"Bank Of Rajasthan Ltd. vs Vck Shares And Stock Broking Services ... on 10 November, 2022",Supreme Court of India,2022-11-10,38,16,38,
Barun_Chandra_Thakur_vs_Master_Bholu_on_13_July_2022,34328129,"Barun Chandra Thakur vs Master Bholu on 13 July, 2022",Supreme Court of India,2022-07-13,77,35,77,
Bbr_India_Pvt_Ltd_vs_S_P_Singhla_Constructions_Private_on_18_May_2022,123683542,"Bbr (India) Pvt. Ltd. vs S.P. Singhla Constructions Private ... on 18 May, 2022",Supreme Court of India,2022-05-18,20,39,20,
Bhadar_Ram_D_Thr_Lrs_vs_Jassa_Ram_on_5_January_2022,101618887,"Bhadar Ram (D) Thr. Lrs. vs Jassa Ram . on 5 January, 2022",Supreme Court of India,2022-01-05,14,9,14,
Canara_Bank_vs_G_S_Jayarama_on_19_May_2022,192339855,"Canara Bank vs G.S. Jayarama on 19 May, 2022",Supreme Court of India,2022-05-19,50,30,50,
Chotkau_vs_The_State_Of_Uttar_Pradesh_on_28_September_2022,12892785,"Chotkau vs The State Of Uttar Pradesh on 28 September, 2022",Supreme Court of India,2022-09-28,23,21,23,
Delhi_Development_Authority_vs_Godfrey_Phillips_I_Ltd_on_6_May_2022,88855536,"Delhi Development Authority vs Godfrey Phillips (I) Ltd. on 6 May, 2022",Supreme Court of India,2022-05-06,35,25,35,
Dental_Council_Of_India_vs_Biyani_Shikshan_Samiti_on_12_April_2022,183363059,"Dental Council Of India vs Biyani Shikshan Samiti on 12 April, 2022",Supreme Court of India,2022-04-12,24,9,24,
Devas_Multimedia_Private_Limited_vs_Antrix_Corporation_Limited_on_17_January_2022,113002529,"Devas Multimedia Private Limited vs Antrix Corporation Limited on 17 January, 2022",Supreme Court of India,2022-01-17,112,7,112,
Devendra_Nath_Singh_vs_The_State_Of_Bihar_on_12_October_2022,86589687,"Devendra Nath Singh vs The State Of Bihar on 12 October, 2022",Supreme Court of India,2022-10-12,60,23,60,
Ecgc_Limited_vs_Mokul_Shriram_Epc_Jv_on_15_February_2022,11127470,"Ecgc Limited vs Mokul Shriram Epc Jv on 15 February, 2022",Supreme Court of India,2022-02-15,57,13,57,
Essar_House_Private_Limited_vs_Arcellor_Mittal_Nippon_Steel_India_on_14_September_2022,66769063,"Essar House Private Limited vs Arcellor Mittal Nippon Steel India ... on 14 September, 2022",Supreme Court of India,2022-09-14,22,20,22,
Ex_Ct_Mahadev_vs_The_Director_General_Border_Security_on_14_June_2022,145036697,"Ex.Ct. Mahadev vs The Director General Border Security ... on 14 June, 2022",Supreme Court of India,2022-06-14,29,8,29,
Experion_Developers_Private_Ltd_vs_Sushma_Ashok_Shiroor_on_7_April_2022,71246029,"Experion Developers Private Ltd. vs Sushma Ashok Shiroor on 7 April, 2022",Supreme Court of India,2022-04-07,26,21,26,
G_T_Girish_vs_Y_Subba_Raju_D_By_Lrs_on_18_January_2022,141904436,"G.T. Girish vs Y Subba Raju (D) By Lrs on 18 January, 2022",Supreme Court of India,2022-01-18,60,19,60,
Gireesan_Nair_vs_The_State_Of_Kerala_on_11_November_2022,89514072,"Gireesan Nair vs The State Of Kerala on 11 November, 2022",Supreme Court of India,2022-11-11,40,15,40,
Gohar_Mohammad_vs_Uttar_Pradesh_State_Road_Transport_on_15_December_2022,109592543,"Gohar Mohammad vs Uttar Pradesh State Road Transport ... on 15 December, 2022",Supreme Court of India,2022-12-15,14,13,14,
Indian_Oil_Corporation_Ltd_Through_Its_vs_M_S_Shree_Ganesh_Petroleum_on_1_February_2022,153664247,"Indian Oil Corporation Ltd.Through Its ... vs M/S. Shree Ganesh Petroleum ... on 1 February, 2022",Supreme Court of India,2022-02-01,11,31,11,
Intercontinental_Hotels_Group_India_vs_Waterline_Hotels_Pvt_Ltd_on_25_January_2022,163266171,"Intercontinental Hotels Group (India) ... vs Waterline Hotels Pvt. Ltd. on 25 January, 2022",Supreme Court of India,2022-01-25,22,46,22,
K_Arumuga_Velaiah_vs_Pr_Ramasamy_And_Another_on_27_January_2022,167236031,"K.Arumuga Velaiah vs Pr.Ramasamy And Another on 27 January, 2022",Supreme Court of India,2022-01-27,27,16,27,
K_Kumara_Gupta_vs_Sri_Markendaya_And_Sri_Omkareswara_on_18_February_2022,55578845,"K. Kumara Gupta vs Sri Markendaya And Sri Omkareswara ... on 18 February, 2022",Supreme Court of India,2022-02-18,18,10,18,
K_Ramya_vs_National_Insurance_Company_Ltd_on_30_September_2022,48527757,"K. Ramya vs National Insurance Company Ltd. on 30 September, 2022",Supreme Court of India,2022-09-30,15,19,15,
K_Srinivasappa_vs_M_Mallamma_on_18_May_2022,22114388,"K. Srinivasappa vs M. Mallamma on 18 May, 2022",Supreme Court of India,2022-05-18,12,12,12,
Kantha_Vibhag_Yuva_Koli_Samaj_vs_The_State_Of_Gujarat_on_21_January_2022,93358933,"Kantha Vibhag Yuva Koli Samaj ... vs The State Of Gujarat on 21 January, 2022",Supreme Court of India,2022-01-21,16,7,16,
Karan_Kapoor_vs_Madhuri_Kumar_on_6_July_2022,94788381,"Karan Kapoor vs Madhuri Kumar on 6 July, 2022",Supreme Court of India,2022-07-06,11,40,11,
Katta_Sujatha_Reddy_vs_M_S_Siddamsetty_Infra_Projects_Pvt_on_25_August_2022,64833870,"Katta Sujatha Reddy vs M/S Siddamsetty Infra Projects Pvt. ... on 25 August, 2022",Supreme Court of India,2022-08-25,36,29,36,
Kattukandi_Edathil_Krishnan_vs_Kattukandi_Edathil_Valsan_on_13_June_2022,80285666,"Kattukandi Edathil Krishnan vs Kattukandi Edathil Valsan on 13 June, 2022",Supreme Court of India,2022-06-13,15,101,15,
Kerala_State_Beverages_Manufacturing_vs_The_Assistant_Commissioner_Of_Income_on_3_January_2022,62816014,"Kerala State Beverages Manufacturing ... vs The Assistant Commissioner Of Income ... on 3 January, 2022",Supreme Court of India,2022-01-03,32,10,32,
Kotak_Mahindra_Bank_Limited_vs_Kew_Precision_Parts_Private_Limited_on_5_August_2022,108632027,"Kotak Mahindra Bank Limited vs Kew Precision Parts Private Limited on 5 August, 2022",Supreme Court of India,2022-08-05,42,10,42,
Kotak_Mahindra_Bank_Ltd_vs_A_Balakrishnan_on_30_May_2022,54860909,"Kotak Mahindra Bank Ltd. vs A. Balakrishnan on 30 May, 2022",Supreme Court of India,2022-05-30,65,15,65,
Life_Insurance_Corporation_Of_India_vs_Sanjeev_Builders_Private_Limited_on_1_September_2022,79183688,"Life Insurance Corporation Of India vs Sanjeev Builders Private Limited on 1 September, 2022",Supreme Court of India,2022-09-01,43,307,43,
M_N_G_Bharateesh_Reddy_vs_Ramesh_Ranganathan_on_18_August_2022,51768907,"M.N.G Bharateesh Reddy vs Ramesh Ranganathan on 18 August, 2022",Supreme Court of India,2022-08-18,15,39,15,
M_P_Power_Management_Company_Limited_vs_M_S_Sky_Power_Southeast_Solar_India_on_16_November_2022,125036411,"M.P. Power Management Company Limited vs M/S Sky Power Southeast Solar India ... on 16 November, 2022",Supreme Court of India,2022-11-16,89,44,89,
M_S_Consolidated_Construction_vs_M_S_Hitro_Energy_Solutions_Private_on_4_February_2022,76643930,"M/S Consolidated Construction ... vs M/S Hitro Energy Solutions Private ... on 4 February, 2022",Supreme Court of India,2022-02-04,21,13,21,
M_S_Frost_International_Ltd_vs_M_S_Milan_Developers_And_Builders_P_on_1_April_2022,71668524,"M/S. Frost International Ltd. vs M/S. Milan Developers And Builders (P) ... on 1 April, 2022",Supreme Court of India,2022-04-01,39,11,39,
M_S_Hero_Motocorp_Ltd_vs_Union_Of_India_on_17_October_2022,179484826,"M/S. Hero Motocorp Ltd. vs Union Of India on 17 October, 2022",Supreme Court of India,2022-10-17,56,11,56,
M_S_Martin_And_Harris_Private_Limited_vs_Rajendra_Mehta_on_6_July_2022,77210495,"M/S Martin And Harris Private Limited vs Rajendra Mehta on 6 July, 2022",Supreme Court of India,2022-07-06,12,17,12,
M_S_New_Noble_Educational_Society_vs_The_Chief_Commissioner_Of_Income_Tax_1_on_19_October_2022,110793560,"M/S New Noble Educational Society vs The Chief Commissioner Of Income Tax 1 on 19 October, 2022",Supreme Court of India,2022-10-19,77,19,77,
M_S_Patil_Automation_Private_Limited_vs_Rakheja_Engineers_Private_Limited_on_17_August_2022,164693074,"M/S Patil Automation Private Limited vs Rakheja Engineers Private Limited on 17 August, 2022",Supreme Court of India,2022-08-17,85,97,85,
M_S_Puri_Investments_vs_M_S_Young_Friends_And_Co_on_23_February_2022,38604742,"M/S Puri Investments vs M/S Young Friends And Co. on 23 February, 2022",Supreme Court of India,2022-02-23,13,64,13,
M_S_R_D_Jain_And_Co_vs_Capital_First_Ltd_on_27_July_2022,105325803,"M/S R.D. Jain And Co. vs Capital First Ltd on 27 July, 2022",Supreme Court of India,2022-07-27,26,32,26,
M_S_Ramnath_Exports_Pvt_Ltd_vs_Vinita_Mehta_on_5_July_2022,143266975,"M/S. Ramnath Exports Pvt. Ltd. vs Vinita Mehta on 5 July, 2022",Supreme Court of India,2022-07-05,7,9,7,
M_S_Sree_Surya_Developers_And_vs_N_Sailesh_Prasad_on_9_February_2022,12774099,"M/S. Sree Surya Developers And ... vs N. Sailesh Prasad on 9 February, 2022",Supreme Court of India,2022-02-09,15,46,15,
M_S_Trl_Krosaki_Refractories_Ltd_vs_M_S_Sms_Asia_Private_Limited_on_22_February_2022,13980085,"M/S Trl Krosaki Refractories Ltd. vs M/S Sms Asia Private Limited on 22 February, 2022",Supreme Court of India,2022-02-22,16,20,16,
Maharashtra_State_Board_Of_Wakfs_vs_Shaikh_Yusuf_Bhai_Chawla_on_20_October_2022,90709522,"Maharashtra State Board Of Wakfs vs Shaikh Yusuf Bhai Chawla on 20 October, 2022",Supreme Court of India,2022-10-20,109,21,109,
Mahindra_And_Mahindra_Financial_vs_The_State_Of_Uttar_Pradesh_on_22_February_2022,177053438,"Mahindra And Mahindra Financial ... vs The State Of Uttar Pradesh on 22 February, 2022",Supreme Court of India,2022-02-22,27,16,27,
Manoj_Pratap_Singh_vs_The_State_Of_Rajasthan_on_24_June_2022,179828917,"Manoj Pratap Singh vs The State Of Rajasthan on 24 June, 2022",Supreme Court of India,2022-06-24,84,288,84,
Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022,182334419,"Manoj vs The State Of Madhya Pradesh on 20 May, 2022",Supreme Court of India,2022-05-20,140,119,140,
Mariano_Anto_Bruno_vs_Inspector_Of_Police_on_12_October_2022,117739417,"Mariano Anto Bruno vs Inspector Of Police on 12 October, 2022",Supreme Court of India,2022-10-12,20,69,20,
Md_Jabbar_Ali_vs_The_State_Of_Assam_on_17_October_2022,76838885,"Md. Jabbar Ali vs The State Of Assam on 17 October, 2022",Supreme Court of India,2022-10-17,27,14,27,
Moreshar_Yadaorao_Mahajan_vs_Vyankatesh_Sitaram_Bhedi_D_Tr_Lrs_on_27_September_2022,51561799,"Moreshar Yadaorao Mahajan vs Vyankatesh Sitaram Bhedi(D) Tr.Lrs. on 27 September, 2022",Supreme Court of India,2022-09-27,2,38,2,
Mrs_Umadevi_Nambiar_vs_Thamarasseri_Roman_Catholic_Diocese_on_1_April_2022,90856652,"Mrs. Umadevi Nambiar vs Thamarasseri Roman Catholic Diocese ... on 1 April, 2022",Supreme Court of India,2022-04-01,11,17,11,
My_Palace_Mutually_Aided_Co_Operative_vs_B_Mahesh_on_23_August_2022,93015634,"My Palace Mutually Aided Co Operative ... vs B. Mahesh on 23 August, 2022",Supreme Court of India,2022-08-23,9,23,9,
N_Rajendran_vs_S_Valli_on_3_February_2022,130204584,"N.Rajendran vs S.Valli on 3 February, 2022",Supreme Court of India,2022-02-03,59,12,59,
National_High_Speed_Rail_Corporation_vs_Montecarlo_Limited_on_31_January_2022,117138702,"National High Speed Rail Corporation ... vs Montecarlo Limited on 31 January, 2022",Supreme Court of India,2022-01-31,25,91,25,
National_Highways_Authority_Of_India_vs_P_Nagaraju_Cheluvaiah_on_11_July_2022,173753317,"National Highways Authority Of India vs P. Nagaraju @ Cheluvaiah on 11 July, 2022",Supreme Court of India,2022-07-11,53,45,53,
Nedumpilli_Finance_Company_Limited_vs_State_Of_Kerala_on_10_May_2022,129693947,"Nedumpilli Finance Company Limited vs State Of Kerala . on 10 May, 2022",Supreme Court of India,2022-05-10,75,7,75,
Neeraj_Dutta_vs_State_Govt_Of_N_C_T_Of_Delhi_on_15_December_2022,15799208,"Neeraj Dutta vs State(Govt.Of N.C.T.Of Delhi) on 15 December, 2022",Supreme Court of India,2022-12-15,93,160,93,
Neil_Aurelio_Nunes_vs_Union_Of_India_on_20_January_2022,105658896,"Neil Aurelio Nunes vs Union Of India on 20 January, 2022",Supreme Court of India,2022-01-20,60,15,60,
New_Okhla_Industrial_Development_vs_Rameshwar_Ramesh_Chandra_Sharma_on_17_November_2022,190897779,"New Okhla Industrial Development ... vs Rameshwar @ Ramesh Chandra Sharma ... on 17 November, 2022",Supreme Court of India,2022-11-17,3,65,3,
New_Okhla_Industrial_Development_vs_Yunus_on_3_February_2022,140312526,"New Okhla Industrial Development ... vs Yunus on 3 February, 2022",Supreme Court of India,2022-02-03,65,26,65,
Nkgsb_Cooperative_Bank_Limited_vs_Subir_Chakravarty_on_25_February_2022,129557920,"Nkgsb Cooperative Bank Limited vs Subir Chakravarty on 25 February, 2022",Supreme Court of India,2022-02-25,130,42,130,
Noida_Industrial_Development_vs_Ravindra_Kumar_on_9_May_2022,124596882,"Noida Industrial Development ... vs Ravindra Kumar on 9 May, 2022",Supreme Court of India,2022-05-09,11,9,11,
Oil_And_Natural_Gas_Corporation_Ltd_vs_Afcons_Gunanusa_Jv_on_30_August_2022,72377515,"Oil And Natural Gas Corporation Ltd. vs Afcons Gunanusa Jv on 30 August, 2022",Supreme Court of India,2022-08-30,87,39,87,
P_Daivasigamani_vs_S_Sambandan_on_12_October_2022,118013356,"P.Daivasigamani vs S.Sambandan on 12 October, 2022",Supreme Court of India,2022-10-12,26,19,26,
Padhiyar_Prahladji_Chenaji_vs_Maniben_Jagmalbhai_Deceased_Through_on_3_March_2022,24815768,"Padhiyar Prahladji Chenaji vs Maniben Jagmalbhai (Deceased) Through ... on 3 March, 2022",Supreme Court of India,2022-03-03,7,16,7,
Pappu_vs_The_State_Of_Uttar_Pradesh_on_9_February_2022,181505792,"Pappu vs The State Of Uttar Pradesh on 9 February, 2022",Supreme Court of India,2022-02-09,81,32,81,
Pattali_Makkal_Katchi_vs_A_Mayilerumperumal_on_31_March_2022,65086207,"Pattali Makkal Katchi vs A. Mayilerumperumal on 31 March, 2022",Supreme Court of India,2022-03-31,100,20,100,
Pharmacy_Council_Of_India_vs_Rajeev_College_Of_Pharmacy_on_15_September_2022,16904882,"Pharmacy Council Of India vs Rajeev College Of Pharmacy on 15 September, 2022",Supreme Court of India,2022-09-15,40,55,40,
Phoenix_Arc_Private_Limited_vs_Vishwa_Bharati_Vidya_Mandir_on_12_January_2022,186727474,"Phoenix Arc Private Limited vs Vishwa Bharati Vidya Mandir on 12 January, 2022",Supreme Court of India,2022-01-12,28,743,27,
Pr_Commissioner_Of_Income_Tax_6_vs_Khyati_Realtors_Pvt_Ltd_on_25_August_2022,179310844,"Pr. Commissioner Of Income Tax 6 vs Khyati Realtors Pvt. Ltd. on 25 August, 2022",Supreme Court of India,2022-08-25,32,11,32,
Prabha_Tyagi_vs_Kamlesh_Devi_on_12_May_2022,85317640,"Prabha Tyagi vs Kamlesh Devi on 12 May, 2022",Supreme Court of India,2022-05-12,60,49,60,
Principal_Commissioner_Of_Income_Tax_vs_M_S_Mahagun_Realtors_P_Ltd_on_5_April_2022,2370171,"Principal Commissioner Of Income Tax ... vs M/S Mahagun Realtors (P) Ltd on 5 April, 2022",Supreme Court of India,2022-04-05,45,17,45,
Principal_Director_Of_Income_Tax_vs_Laljibhai_Kanjibhai_Mandalia_on_13_July_2022,21788782,"Principal Director Of Income Tax ... vs Laljibhai Kanjibhai Mandalia on 13 July, 2022",Supreme Court of India,2022-07-13,41,11,41,
Ptc_India_Financial_Services_Ltd_vs_Mr_Venkateshwarlu_Kari_on_12_May_2022,186855368,"Ptc India Financial Services Ltd. vs Mr. Venkateshwarlu Kari on 12 May, 2022",Supreme Court of India,2022-05-12,90,11,90,
Punjab_National_Bank_vs_Union_Of_India_Thr_Its_Secretary_on_24_February_2022,122842801,"Punjab National Bank vs Union Of India Thr. Its Secretary on 24 February, 2022",Supreme Court of India,2022-02-24,42,52,42,
R_Muthukumar_vs_The_Chairman_And_Managing_Director_on_7_February_2022,154290504,"R. Muthukumar vs The Chairman And Managing Director ... on 7 February, 2022",Supreme Court of India,2022-02-07,14,35,14,
R_Nagender_Yadav_vs_The_State_Of_Telangana_on_15_December_2022,96209512,"R. Nagender Yadav vs The State Of Telangana on 15 December, 2022",Supreme Court of India,2022-12-15,7,32,7,
Rajaram_vs_The_State_Of_Madhya_Pradesh_on_16_December_2022,18293558,"Rajaram vs The State Of Madhya Pradesh on 16 December, 2022",Supreme Court of India,2022-12-16,13,14,13,
Rajeswari_Chandrasekar_Ganesh_vs_The_State_Of_Tamil_Nadu_on_14_July_2022,64568495,"Rajeswari Chandrasekar Ganesh vs The State Of Tamil Nadu on 14 July, 2022",Supreme Court of India,2022-07-14,36,30,36,
Rajratan_Babulal_Agarwal_vs_Solartex_India_Pvt_Ltd_on_13_October_2022,147930952,"Rajratan Babulal Agarwal vs Solartex India Pvt. Ltd. on 13 October, 2022",Supreme Court of India,2022-10-13,34,7,34,
Ramesh_Chandra_Gupta_vs_State_Of_U_P_on_28_November_2022,68286503,"Ramesh Chandra Gupta vs State Of U.P. on 28 November, 2022",Supreme Court of India,2022-11-28,20,53,20,
Renaissance_Hotel_Holdings_Inc_vs_B_Vijaya_Sai_on_19_January_2022,143185473,"Renaissance Hotel Holdings Inc. vs B. Vijaya Sai on 19 January, 2022",Supreme Court of India,2022-01-19,37,33,37,
S_Ramachandra_Rao_vs_S_Nagabhushana_Rao_on_19_October_2022,103193390,"S. Ramachandra Rao vs S. Nagabhushana Rao on 19 October, 2022",Supreme Court of India,2022-10-19,39,10,39,
Samruddhi_Co_Operative_Housing_Society_vs_Mumbai_Mahalaxmi_Construction_Pvt_on_11_January_2022,171753847,"Samruddhi Co Operative Housing Society ... vs Mumbai Mahalaxmi Construction Pvt. ... on 11 January, 2022",Supreme Court of India,2022-01-11,15,19,15,
Sanjay_Gupta_vs_State_Of_Uttar_Pradesh_Through_Its_Chief_on_12_April_2022,48774073,"Sanjay Gupta vs State Of Uttar Pradesh Through Its Chief ... on 12 April, 2022",Supreme Court of India,2022-04-12,51,99,51,
Sanjay_Kumar_Singh_vs_The_State_Of_Jharkhand_on_10_March_2022,29072960,"Sanjay Kumar Singh vs The State Of Jharkhand on 10 March, 2022",Supreme Court of India,2022-03-10,6,47,6,
